segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;Etiquetas
0.37;0.5911718010902405;0.22047103941440582;-0.9996927976608276;0.40222206711769104;0.6077298521995544;-0.376746267080307;0.4060034453868866;0.012423310428857803;-0.21218101680278778;0.10691724717617035;0.8234538435935974;-0.39433619379997253;0.1811073273420334;-0.16917476058006287;-0.3119557797908783;-0.14927136898040771;0.45873087644577026;-0.08539865911006927;-0.13584013283252716;0.03126422315835953;0.08956093341112137;-0.53509920835495;0.39343127608299255;-0.2717868387699127;-0.4952719211578369;0.002006992930546403;-0.23248618841171265;0.6457492589950562;0.2818477854132652;-10.116.286.039.352.400;-0.1799513753503561;0.7338522523641586;-0.8343149721622467;0.07390050031244755;-0.12268579564988613;-12.876.226.007.938.300;-0.9879343112309774;0.3394489089647929;0.06977411111195882;-0.9610799352327982;-0.05630684643983841;-0.0693218062321345;acercandose
0.4;0.5950813889503479;0.22680677473545074;-0.9608449935913086;0.4028578996658325;0.6081302762031555;-0.3157585561275482;0.4123761057853699;0.009889938868582249;-0.21881063282489777;0.10785175114870071;0.8221700191497803;-0.2747749388217926;0.17744697630405426;-0.180113285779953;-0.18984422087669373;-0.1480482518672943;0.4575035274028778;-0.05936328321695328;-0.13377615809440613;0.024313684552907944;0.06347521394491196;-0.5440049171447754;0.39910346269607544;-0.2520987391471863;-0.5031806826591492;0.0013221797998994589;-0.26128920912742615;0.650441688299179;0.2869152531027794;-0.9609213769435883;-0.17765418626368046;0.7486907988786697;-0.7111382931470871;-0.03700528247281909;-0.14295686595141888;-10.594.630.390.405.600;-0.9946597218513489;0.3431014021237691;0.0898306171099345;-0.9690561493237814;-0.05456272761027018;-0.1042424738407135;acercandose
0.43;0.5999754667282104;0.23893742263317108;-0.9618585705757141;0.401035875082016;0.6084970831871033;-0.30042552947998047;0.41440916061401367;0.0044774808920919895;-0.28176867961883545;0.09997384995222092;0.8139055967330933;-0.228449285030365;0.17475976049900055;-0.21571190655231476;-0.22883360087871552;-0.14853790402412415;0.44675973057746887;-0.025585854426026344;-0.13359329104423523;0.006317456252872944;0.029553161934018135;-0.5493283867835999;0.3818514049053192;-0.21886038780212402;-0.5048983097076416;-0.02202119305729866;-0.3182232975959778;0.6547661662101746;0.29644662141799927;-0.9601209461688995;-0.18556388095021248;0.7448536306619644;-0.6166592240333557;-0.07512766076251864;-0.19903549924492836;-0.9257016032934189;-0.998075544834137;0.3087860643863678;0.1197431484858195;-0.9722105662027994;-0.08951836576064427;-0.152474674085776;acercandose
0.47;0.6040351390838623;0.2466561198234558;-0.9687599539756775;0.4006800353527069;0.6083807349205017;-0.30516913533210754;0.41676509380340576;-0.0024805963039398193;-0.3665604591369629;0.1004970595240593;0.7903938293457031;-0.21103975176811218;0.1672104001045227;-0.21659953892230988;-0.2563093900680542;-0.14683687686920166;0.43871888518333435;-0.004029205534607172;-0.12884335219860077;-0.00023166919709183276;0.007772075477987528;-0.5523035526275635;0.3676019310951233;-0.11195273697376251;-0.5069408416748047;-0.039273086935281754;-0.2785848379135132;0.6586431801319123;0.30379330217838285;-0.9652453482151031;-0.1822262555360794;0.742630809545517;-0.6050667762756348;-0.100640251301229;-0.24197207763791084;-0.8042161762714386;-0.997676948706309;0.28624676664670307;0.2343129813671112;-0.9719262719154358;-0.10567145049571991;-0.10906008382638295;acercandose
0.5;0.6042439937591553;0.2638789415359497;-0.9524287581443787;0.40072134137153625;0.6054893732070923;-0.20701734721660614;0.4199993908405304;-0.01155916415154934;-0.38989171385765076;0.11013968288898468;0.7556123733520508;-0.08821851760149002;0.15860307216644287;-0.20564745366573334;-0.3109418451786041;-0.13953541219234467;0.44019997119903564;0.02234545536339283;-0.1260906308889389;0.006045665126293898;-0.018937401473522186;-0.5515120029449463;0.39558836817741394;-0.07661393284797668;-0.507973313331604;-0.015781903639435768;-0.3073902726173401;0.6593690335750579;0.31597001999616625;-0.9335435569286347;-0.1611954066902399;0.7473184913396835;-0.5539730191230774;-0.11729974113404751;-0.20254935324192047;-0.8232393264770508;-0.9924881060918173;0.3388533095518748;0.30163989464441937;-0.9655247529347738;-0.05774960666894913;-0.10373413314421971;acercandose
0.53;0.6052762866020203;0.28249627351760864;-0.9842929244041443;0.4005314111709595;0.6010815501213074;-0.20463335514068604;0.42116183042526245;-0.029398227110505104;-0.518060028553009;0.11190257966518402;0.7288199067115784;-0.003174586920067668;0.1424320936203003;-0.24826867878437042;-0.4364967346191406;-0.1390482783317566;0.4417537748813629;0.054289765655994415;-0.12733237445354462;0.0007142379763536155;-0.05135103315114975;-0.5513023734092712;0.4049409031867981;0.02967909164726734;-0.5125058889389038;-0.014459026977419853;-0.23234331607818604;0.6606433689594269;0.3312400385737419;-0.9578655183315277;-0.1513228379189968;0.747508093714714;-0.42347054183483124;-0.13293359987437725;-0.21043408662080765;-0.8543152660131454;-0.9836121996243795;0.3772991895675659;0.5704637716213862;-0.9635275801022848;-0.033302086095015206;0.1721466283003489;acercandose
0.57;0.6046115756034851;0.29272058606147766;-0.9713867902755737;0.39658448100090027;0.5729554891586304;-0.07347670942544937;0.42423054575920105;-0.03773951530456543;-0.4853844940662384;0.11177513748407364;0.681161105632782;0.07152339071035385;0.13512800633907318;-0.2361644208431244;-0.46000587940216064;-0.13849994540214539;0.39722108840942383;0.09698031842708588;-0.1273403763771057;-0.028485089540481567;-0.09358072280883789;-0.5264932513237;0.36653465032577515;-0.04180515557527542;-0.4898459315299988;-0.015211420133709908;-0.33278748393058777;0.6603900074958802;0.34209574908018114;-0.9232773602008819;-0.14609467796981335;0.695582315325737;-0.44221392273902893;-0.13063831441104412;-0.19566819444298744;-0.9923568069934845;-0.9613991578420004;0.35785608490308124;0.4520103658239047;-0.9435737331708273;-0.039059037963549294;0.04596742490927378;acercandose
0.6;0.5988956093788147;0.3306660056114197;-0.9917043447494507;0.3956723213195801;0.5415382981300354;-0.06668933480978012;0.4241143465042114;-0.08808267116546631;-0.6629809737205505;0.1259898543357849;0.630397617816925;0.14268118143081665;0.12313813716173172;-0.24630172550678253;-0.6149795055389404;-0.13265493512153625;0.3741580545902252;0.14709864556789398;-0.12585711479187012;-0.03229951485991478;-0.14398567378520966;-0.5043657422065735;0.3488323390483856;0.13602688908576965;-0.4799883961677551;-0.016204452142119408;-0.2886982262134552;0.6549072325229645;0.363243556022644;-0.9495491176843643;-0.13419789262115955;0.6817530989646912;-0.32806332781910896;-0.16018018685281277;-0.18933943286538124;-1.020.491.048.693.650;-0.9437210162480673;0.35356655716896057;0.5622474749883016;-0.9316724538803101;-0.0364538182814916;0.0362880676984787;alejandose
0.63;0.5896687507629395;0.3686803877353668;-0.6919547915458679;0.3952586054801941;0.5070000290870667;0.11185844987630844;0.4238172471523285;-0.0785427838563919;-0.6046750545501709;0.1353488266468048;0.5695459842681885;0.28957727551460266;0.12008151412010193;-0.23826883733272552;-0.612919807434082;-0.1279834508895874;0.3622806966304779;0.18097567558288574;-0.12239974737167358;-0.025736253708600998;-0.177927628159523;-0.4714190661907196;0.32572439312934875;0.08517657220363617;-0.4505043625831604;0.0032889707945287228;-0.3751879036426544;0.6467462599277496;0.3853702247142792;-0.6460138469934463;-0.12622229009866714;0.6446775048971176;-0.05141408974304795;-0.17683725245296955;-0.18563181534409523;-0.9012985676527023;-0.9151314695676168;0.3380577762921651;0.46264242629210156;-0.9024291435877482;-0.03138041992982229;-0.23485169063011804;alejandose
0.67;0.5755966305732727;0.4019431471824646;-0.6410009264945984;0.3978040814399719;0.46634575724601746;0.1788056343793869;0.4284754991531372;-0.07251296937465668;-0.6606194972991943;0.1410742998123169;0.5316479802131653;0.316439151763916;0.12220301479101181;-0.2356451451778412;-0.7008128762245178;-0.11531054973602295;0.3295055329799652;0.2201063632965088;-0.11412862688302994;-0.02576064132153988;-0.21680386364459991;-0.42905667424201965;0.3076022267341614;0.09984847158193588;-0.4254046678543091;0.01835484430193901;-0.4334077537059784;0.6346685528755188;0.41083831787109376;-0.5901287376880646;-0.11421111784875393;0.6261654198169708;-0.04590398306027055;-0.1696314439177513;-0.16066889464855194;-0.902634471654892;-0.869052012761434;0.3002891292174657;0.4060688018798828;-0.8702128330866495;-0.035092320293188095;-0.3141959657271703;alejandose
0.7;0.5500412583351135;0.39995744824409485;-0.6687260270118713;0.39961177110671997;0.4433857500553131;0.14128395915031433;0.4350309669971466;-0.06413977593183517;-0.687226414680481;0.1454329490661621;0.49928539991378784;0.24788585305213928;0.1512637436389923;-0.23993465304374695;-0.7426986694335938;-0.09364640712738037;0.296185165643692;0.23701274394989014;-0.09824752807617188;-0.029511336237192154;-0.2341155707836151;-0.3893742561340332;0.3119160830974579;0.11774400621652603;-0.41711342334747314;0.03158453479409218;-0.4038398265838623;0.6126098394393921;0.4148582309484482;-0.6159977406263352;-0.09034682903438807;0.5900007039308548;-0.15250831469893456;-0.16269271448254585;-0.18797949701547623;-0.9396697878837585;-0.8240030606587728;0.27787438531716663;0.39536356429258984;-0.8473986188570658;-0.028588565687338512;-0.30300090710322064;alejandose
