segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z
0.03;0.3456919193267822;0.15368124842643738;-0.19529247283935547;0.4037967324256897;0.25212588906288147;-0.06573676317930222;0.3019244074821472;0.24062275886535645;-0.06509862095117569;0.41385379433631897;0.3966258466243744;-0.023205529898405075;0.2906806766986847;0.38804543018341064;-0.04755651578307152;0.3848547041416168;0.5244772434234619;-0.007428622804582119;0.3279303312301636;0.5235792994499207;0.007411943282932043;0.38927143812179565;0.7201626300811768;0.003136755432933569;0.33710065484046936;0.7220979928970337;0.037656787782907486;0.3515631049871445;0.12303019911050797;-0.1960176073014736;0.413536973297596;0.5553423762321472;-0.12906710617244244;0.299813948571682;0.5467983037233353;-0.15831325575709343;0.38564958175023395;0.8985986510912577;0.17688462138175964;0.3462093373139699;0.9052294890085856;0.1889520287513733
0.07;0.3454016447067261;0.15423883497714996;-0.21100933849811554;0.4037359654903412;0.2526642084121704;-0.0784851685166359;0.3017718195915222;0.24379073083400726;-0.07234492897987366;0.4139196574687958;0.4004071056842804;-0.030310621485114098;0.2906910479068756;0.39308738708496094;-0.04903198778629303;0.3848564624786377;0.524629533290863;-0.00818426813930273;0.3278758227825165;0.5248200297355652;0.0081590935587883;0.3891887366771698;0.7201608419418335;0.0024467462208122015;0.33711445331573486;0.7226694822311401;0.04123051092028618;0.3515008181333542;0.12304596826434136;-0.21267504394054412;0.41570089757442474;0.5574806779623032;-0.13483027555048466;0.29981303960084915;0.5518320947885513;-0.15868668258190155;0.3870260914166768;0.8998226126035055;0.16971968611081442;0.3462750514348348;0.9062547485033671;0.19684521853923798
0.1;0.34506955742836;0.15663239359855652;-0.2191118448972702;0.40321084856987;0.2530881464481354;-0.0806494653224945;0.3011023998260498;0.24586139619350433;-0.07835052907466888;0.4139598608016968;0.40052419900894165;-0.030283939093351364;0.29041895270347595;0.3955833613872528;-0.05436503514647484;0.384866863489151;0.5250450968742371;-0.008395230397582054;0.3277939558029175;0.5263897180557251;0.008369850926101208;0.3891828656196594;0.7201610207557678;0.0031090211123228073;0.33713993430137634;0.7231003642082214;0.043161578476428986;0.35135004818439486;0.12350057810544968;-0.22104397565126419;0.41798847913742065;0.5574605017900467;-0.13527880609035492;0.2995026260614395;0.5530370473861694;-0.1643831580877304;0.3879534900188446;0.9003441532452902;0.17148558050394058;0.3463120063145955;0.9072444836298624;0.20098731915156046
0.13;0.34465375542640686;0.15791600942611694;-0.2224908173084259;0.40249601006507874;0.2531205415725708;-0.07937508821487427;0.3000381290912628;0.24715082347393036;-0.07924164831638336;0.41398707032203674;0.40021055936813354;-0.029072601348161697;0.28996652364730835;0.39689552783966064;-0.05432732030749321;0.3848700523376465;0.5250605940818787;-0.00843053124845028;0.32764118909835815;0.5270704627037048;0.008407051675021648;0.3891891539096832;0.7199737429618835;0.0031817681156098843;0.3371632397174835;0.7233402729034424;0.042279165238142014;0.3509865403175354;0.12378296256065369;-0.22439558804035187;0.42007289081811905;0.5565715730190277;-0.13522831350564957;0.29893896728754044;0.5527851432561874;-0.16624091193079948;0.38835177818934125;0.9008707205454508;0.17355531454086304;0.34631380438804626;0.909504214922587;0.1987574944893519
0.17;0.34359562397003174;0.15786653757095337;-0.23775073885917664;0.40093082189559937;0.252742737531662;-0.0888632982969284;0.2989610433578491;0.24733500182628632;-0.09061185270547867;0.4139902591705322;0.39974409341812134;-0.031976137310266495;0.288600891828537;0.396567165851593;-0.06151891127228737;0.3848842680454254;0.5239107608795166;-0.008401374332606792;0.3274247646331787;0.5270339250564575;0.008375940844416618;0.3891882300376892;0.7187330722808838;0.0041841804049909115;0.33720362186431885;0.7233359813690186;0.03993896394968033;0.35019165873527525;0.12371781766414643;-0.23944552689790727;0.4220324158668518;0.556438535451889;-0.1369286086410284;0.29838278144598007;0.5526447743177414;-0.16986137628555298;0.38849562406539917;0.9008202950159708;0.17549477020899454;0.3461150328318278;0.9108225305875143;0.19419750074545541
0.2;0.34195342659950256;0.15780863165855408;-0.2466159611940384;0.399310827255249;0.252114474773407;-0.09409453719854355;0.2974547743797302;0.2477031797170639;-0.09731610119342804;0.4139944612979889;0.3988370895385742;-0.034203775227069855;0.2862994968891144;0.39631417393684387;-0.06740415096282959;0.3848874866962433;0.5233420729637146;-0.008409636095166206;0.3271894156932831;0.5270002484321594;0.008382610976696014;0.389171838760376;0.7187921404838562;0.004664747975766659;0.3371679186820984;0.7233147025108337;0.039065320044755936;0.3486760467290878;0.12363430857658386;-0.24845091104507447;0.4232501834630966;0.5555500984191895;-0.13965106941759586;0.2974206209182739;0.5525371134281158;-0.17570602148771286;0.3887428343296051;0.9013598561286926;0.17801981419324875;0.34604763984680176;0.9125497142473856;0.19344799717267355
0.23;0.3401607871055603;0.15774552524089813;-0.25043925642967224;0.39737561345100403;0.25111016631126404;-0.09355099499225616;0.2952495515346527;0.24786171317100525;-0.09921053051948547;0.41375476121902466;0.39677056670188904;-0.03359055519104004;0.2851335108280182;0.39612868428230286;-0.06850513070821762;0.3849561810493469;0.5225242972373962;-0.008410588838160038;0.3271716833114624;0.5269762873649597;0.008383204229176044;0.38890889286994934;0.7189549803733826;0.004906963091343641;0.3370995819568634;0.7233143448829651;0.03893556073307991;0.347030109167099;0.12363917604088784;-0.2522225916385651;0.4237450882792473;0.5537395924329758;-0.13898542523384094;0.2973994240164757;0.5527442991733551;-0.1776789203286171;0.3887059489885966;0.9009640018145243;0.19226027776797613;0.34574589133262634;0.9127154350280762;0.19849973420302072
0.27;0.33888840675354004;0.15758167207241058;-0.24014565348625183;0.3946772515773773;0.25019896030426025;-0.08635763078927994;0.29358312487602234;0.24888166785240173;-0.09414148330688477;0.4132683575153351;0.39360201358795166;-0.022793976590037346;0.28405699133872986;0.39753252267837524;-0.06621023267507553;0.38503190875053406;0.5217512249946594;-0.008425053209066391;0.32720497250556946;0.5269617438316345;0.008398907259106636;0.3888618052005768;0.7191702127456665;0.001830768189392984;0.33704978227615356;0.7234319448471069;0.03679289296269417;0.3455744743347168;0.12357294261455536;-0.24258096516132355;0.4242044612765312;0.5499135106801987;-0.13317753374576569;0.29765163362026215;0.5536196827888489;-0.17551179975271225;0.3886902431646983;0.9009290734926859;0.1908772736787796;0.3456091781457265;0.9126029014587402;0.19799067825078964
0.3;0.3380920886993408;0.15723250806331635;-0.2379848212003708;0.39298468828201294;0.24953745305538177;-0.08614073693752289;0.2919679284095764;0.24999918043613434;-0.09661991894245148;0.41263458132743835;0.39117491245269775;-0.0199241004884243;0.2827052175998688;0.39845409989356995;-0.07064714282751083;0.3850412964820862;0.521217405796051;-0.00746228639036417;0.3271934986114502;0.5269421339035034;0.007432261947542429;0.3888298571109772;0.7192844748497009;0.0018658698536455631;0.3368469774723053;0.7229551076889038;0.03162224963307381;0.3444910794496536;0.12349094897508621;-0.2388933017849922;0.424639455974102;0.5457620769739151;-0.12565322034060955;0.297946996986866;0.5538579374551773;-0.1761222891509533;0.3887682557106018;0.9017289280891418;0.1858718122045199;0.34559834003448486;0.91251540184021;0.18873921036720276
0.33;0.3374236822128296;0.15689612925052643;-0.22753874957561493;0.39125847816467285;0.24911554157733917;-0.07183656841516495;0.29073235392570496;0.2511230409145355;-0.09409153461456299;0.41232869029045105;0.38981226086616516;-0.008161169476807117;0.2819291651248932;0.39928120374679565;-0.0693807527422905;0.38504427671432495;0.5209787487983704;-0.004830549005419016;0.32719212770462036;0.5269614458084106;0.004818360321223736;0.3887937366962433;0.7197858095169067;0.002602008171379566;0.33661016821861267;0.7229471206665039;0.022118588909506798;0.34340791404247284;0.12347899302840233;-0.22566993087530135;0.4251301512122154;0.5448622703552246;-0.11478366702795029;0.29808948189020157;0.5539073050022125;-0.17531489953398705;0.38908324639002484;0.9031429092089335;0.1693157454331716;0.34561588366826373;0.9128933548927307;0.16181655724843344
