segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Etiqueta
0.03,0.5487270951271057,0.3391016125679016,-0.1219784393906593,0.5203437209129333,0.3877185583114624,0.0707316473126411,0.5228717923164368,0.3899788856506347,-0.2432630360126495,0.5203900337219238,0.5085206031799316,0.1025392785668373,0.5269546508789062,0.5205401182174683,-0.2745437324047088,0.5250999927520752,0.6154454946517944,0.1027752235531807,0.5284861326217651,0.6194226741790771,-0.1029711067676544,0.5305158495903015,0.7615317702293396,0.2165147364139557,0.5260804295539856,0.7744606733322144,0.0013894691364839,0.5476111769676208,0.3153011083602905,-0.1074967682361602,0.5256877839565277,0.6283498704433441,0.0423402469605207,0.559293121099472,0.6362078338861465,-0.2527811005711555,0.5296259721120199,0.910616954167684,0.3566171626249949,0.5264625747998556,0.9340561230977376,0.1209676042199134,vertical
0.07,0.5486133098602295,0.3400431871414184,-0.119983971118927,0.520313560962677,0.3896805346012115,0.0687666684389114,0.5228714942932129,0.3904846310615539,-0.2382198721170425,0.5188990235328674,0.5103565454483032,0.0909990295767784,0.5282528400421143,0.5203990340232849,-0.2709375321865082,0.5256863832473755,0.6169186234474182,0.0988338962197303,0.528968870639801,0.6193540096282959,-0.0990165099501609,0.5305355191230774,0.7627350091934204,0.2024078965187072,0.5264844298362732,0.7741568684577942,0.001295099616982,0.5474785566329956,0.3159325510263443,-0.1057595059275627,0.5219581425189972,0.6333246231079102,0.0275170863606035,0.5590960830450058,0.6358910351991653,-0.251603402197361,0.5296765565872192,0.9117276668548584,0.3331512212753296,0.5265390078226725,0.933837672074636,0.1185138473908106,vertical
0.1,0.5486136078834534,0.3402360677719116,-0.1198094859719276,0.5203036069869995,0.3903419375419616,0.0663219839334487,0.5227586030960083,0.3904987275600433,-0.2372844964265823,0.519017219543457,0.5107884407043457,0.0872478634119033,0.5287156105041504,0.5202202796936035,-0.2706326246261596,0.5262861251831055,0.6174322962760925,0.097091257572174,0.5296222567558289,0.6191567182540894,-0.0972737222909927,0.5305358171463013,0.7629709839820862,0.1978610306978225,0.5266053676605225,0.7733646631240845,0.0006226751138456,0.547434139251709,0.3161521822214126,-0.1056729026138782,0.5215690284967422,0.6358298808336258,0.024390123784542,0.5591464340686798,0.6355025470256805,-0.2524828948080539,0.5296710133552551,0.9128641883532206,0.3269395629564921,0.5265233516693115,0.933795928955078,0.1160709634423255,vertical
0.13,0.548775315284729,0.3402598202228546,-0.1196246594190597,0.5203031301498413,0.3905141651630401,0.0655966103076934,0.522741436958313,0.3904051780700683,-0.2371650338172912,0.5190454721450806,0.5110324025154114,0.0861561894416809,0.5290824770927429,0.5199816823005676,-0.2702960073947906,0.5267321467399597,0.6177718639373779,0.0968101844191551,0.529906690120697,0.6190396547317505,-0.0969895124435424,0.5305764675140381,0.7628423571586609,0.1949659436941146,0.5267190337181091,0.7725681662559509,-0.0019899033941328,0.5474530100822449,0.3161585599184036,-0.1055101204663515,0.5216854810714722,0.6366758346557617,0.0242582098580896,0.5592182725667953,0.6352813839912415,-0.2524316646158695,0.5296817620595297,0.9130465189615884,0.3221232195695241,0.5265754262606303,0.9336155454317728,0.1107589304447174,vertical
0.17,0.5489667057991028,0.3403837382793426,-0.1209831833839416,0.5204182267189026,0.3905491232872009,0.0642076358199119,0.5227680802345276,0.3903532326221466,-0.2376292794942855,0.5192075967788696,0.5110573172569275,0.085672914981842,0.5295004844665527,0.5197603702545166,-0.2724379301071167,0.5273560285568237,0.6177567839622498,0.0971502363681793,0.5303765535354614,0.6184951663017273,-0.0973312780261039,0.5307410359382629,0.7625307440757751,0.1935398578643798,0.5268105268478394,0.7712379097938538,-0.0055101378820836,0.547493851184845,0.3162726849317551,-0.1069345034658908,0.5220871269702911,0.6371770054101944,0.0244211973622441,0.5593270510435104,0.6352753788232803,-0.2602793164551258,0.529697318871816,0.9133801857630413,0.3193850020567576,0.5265870889027914,0.9336301485697428,0.1035676673054695,vertical
0.2,0.5491933226585388,0.3403888940811157,-0.1225579604506492,0.5208169221878052,0.390529066324234,0.0631226450204849,0.5228267908096313,0.3902995884418487,-0.2385088354349136,0.5196735858917236,0.5110493302345276,0.0853006541728973,0.5296358466148376,0.5194591879844666,-0.2747203707695007,0.52779221534729,0.6177313923835754,0.0973537787795066,0.5304608941078186,0.6180700063705444,-0.0975338369607925,0.5310643315315247,0.7624796628952026,0.1937207281589508,0.5271278023719788,0.7709990739822388,-0.0068599637597799,0.5475709736347198,0.3162781506776809,-0.1085657972842455,0.5227930694818497,0.6375966817140579,0.023868317482993,0.5595023781061172,0.6352270245552063,-0.2640910409390926,0.5297833283742269,0.9137056668599448,0.3207668264706929,0.5267016887664795,0.9342073400815328,0.1014361691971619,vertical
0.23,0.5493394136428833,0.3404235541820526,-0.1236369088292121,0.5211701989173889,0.3905262649059295,0.0624879747629165,0.5228781700134277,0.3903073370456695,-0.2392446249723434,0.5200375318527222,0.511065661907196,0.0848679840564727,0.5297558903694153,0.5193127989768982,-0.2755384743213653,0.5283583998680115,0.6177124381065369,0.0974510014057159,0.5305147767066956,0.6178535223007202,-0.0976276099681854,0.5314517021179199,0.7624695897102356,0.1932750195264816,0.5274938344955444,0.7710248231887817,-0.0078783864155411,0.5476113677024841,0.3163355022668838,-0.1096325799822807,0.524542361497879,0.6376194953918457,0.0233034288976341,0.5596824735403061,0.635214701294899,-0.263724610209465,0.5297966798146566,0.9136555989583334,0.3191591997941335,0.5270406206448873,0.9344670375188192,0.0981694757938385,vertical
0.27,0.5493685603141785,0.3407037556171417,-0.1239021345973014,0.5212404727935791,0.3905326128005981,0.061347622424364,0.5229410529136658,0.3903464376926422,-0.2393630892038345,0.5202441811561584,0.5110911726951599,0.0831376910209655,0.5299614667892456,0.5193025469779968,-0.275516539812088,0.5287581086158752,0.6177697777748108,0.0970173254609108,0.5305448770523071,0.6178562045097351,-0.0971861481666565,0.5316702723503113,0.7625262141227722,0.1916425824165344,0.5275682210922241,0.7712215781211853,-0.0078537622466683,0.547625458240509,0.3167527854442596,-0.1099286388605833,0.5257499814033508,0.6376403868198395,0.0222376054152846,0.5598042905330658,0.6352172642946243,-0.2625086270272732,0.5298275152842203,0.913683831691742,0.3155348797639211,0.5272250771522522,0.9345938364664712,0.097640722990036,vertical
0.3,0.5495662093162537,0.3408327102661133,-0.1251783967018127,0.5213630199432373,0.3905421197414398,0.0590813942253589,0.5229612588882446,0.3904304802417755,-0.2395577877759933,0.5203169584274292,0.5111009478569031,0.0810848549008369,0.5300034880638123,0.5193236470222473,-0.2755160927772522,0.5289815068244934,0.6178655624389648,0.0965444296598434,0.5305672883987427,0.6178690791130066,-0.0967084318399429,0.5317057967185974,0.7625941634178162,0.1913134902715683,0.5275676846504211,0.7715216279029846,-0.0075382669456303,0.5477151513099671,0.3169047921895981,-0.1113107085227966,0.5263788402080536,0.6376911997795105,0.0214555796701461,0.5598271787166595,0.6352554112672806,-0.262170497328043,0.5299315651257833,0.9137970805168152,0.3156055112679799,0.527394155661265,0.9347266356150308,0.099242332081,vertical
0.33,0.5497125387191772,0.3408962786197662,-0.1260333061218261,0.5216130018234253,0.3905496895313263,0.058706872165203,0.5229652523994446,0.3905753791332245,-0.2402674257755279,0.5205498337745667,0.5110992789268494,0.0815376490354538,0.530026376247406,0.5193872451782227,-0.2761765122413635,0.5292625427246094,0.6182996034622192,0.0964316576719284,0.5305686593055725,0.6181612610816956,-0.0965934619307518,0.5317195057868958,0.7630487084388733,0.1925591677427292,0.5275366306304932,0.772365927696228,-0.0064333025366067,0.5477652609348297,0.3169807702302932,-0.1121522985398769,0.5282566845417023,0.6376902312040329,0.02147291530855,0.5598207712173462,0.6354118138551712,-0.2629344910383224,0.5300460855166117,0.914147973060608,0.3180421590805053,0.5276012221972147,0.9351291457811992,0.1031291807691256,vertical
