segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;;Etiqueta ;Vista
1.43;0.5800732970237732;0.29632270336151123;-0.16588933765888214;0.6109622716903687;0.3435383141040802;-0.02343929558992386;0.5306843519210815;0.34627294540405273;-0.11133690923452377;0.6531265377998352;0.3813309073448181;-0.002258063992485404;0.484173983335495;0.40003976225852966;-0.11530546844005585;0.5974434614181519;0.5643966197967529;0.019960882142186165;0.5567597150802612;0.5696023106575012;-0.01990574412047863;0.5944421291351318;0.7054611444473267;0.054844655096530914;0.553076446056366;0.7115942239761353;0.054932739585638046;0.5816356897354126;0.2718745231628418;-0.16410506516695023;0.7060576528310776;0.39435259252786636;-0.132059745490551;0.423147514462471;0.42118387669324875;-0.18780703842639923;0.5891644557317098;0.8599762320518494;0.1736180583635966;0.5571964979171753;0.8555984298388163;0.20292367537816366;;girando;frontal
1.47;0.5828306078910828;0.29649296402931213;-0.1476493626832962;0.6109563708305359;0.34341180324554443;0.0005591194494627416;0.5329862833023071;0.34628090262413025;-0.08709756284952164;0.6490136384963989;0.3820382058620453;0.00805047620087862;0.48931705951690674;0.4012210965156555;-0.06630533933639526;0.5975417494773865;0.5649177432060242;0.021421154960989952;0.5574760437011719;0.5699770450592041;-0.021354664117097855;0.594640851020813;0.705477774143219;0.04236481338739395;0.5550854802131653;0.7115823030471802;0.039511144161224365;0.5843429923057556;0.2720450788736343;-0.1443224258720875;0.6902638375759125;0.3937387764453888;-0.13789444230496883;0.4319331645965576;0.4304935038089752;-0.10787789151072502;0.5890532732009888;0.8607118725776672;0.131460669140021;0.5569915175437927;0.8562542597452799;0.17393147200345993;;girando;frontal
1.5;0.5860931277275085;0.29706329107284546;-0.1313011795282364;0.6110200881958008;0.3432677686214447;0.016436483711004257;0.5361722707748413;0.34597906470298767;-0.07229893654584885;0.6482141613960266;0.3821491599082947;0.05909861624240875;0.49577754735946655;0.4020225405693054;-0.05779290199279785;0.5976985096931458;0.5647113919258118;0.023844309151172638;0.5587483048439026;0.5696538090705872;-0.023809393867850304;0.594656765460968;0.7051637172698975;0.046476811170578;0.5574826002120972;0.709391176700592;0.02730926312506199;0.5870464384555817;0.2724279373884201;-0.12697356790304185;0.6941285729408264;0.39477918297052383;-0.04070239374414086;0.44090714305639267;0.43436259031295776;-0.11937692947685719;0.5887294411659241;0.8610299825668335;0.13095246503750482;0.5565929015477499;0.8569369316101074;0.14087054630120596;;girando;frontal
1.53;0.5885135531425476;0.2970243990421295;-0.12066847085952759;0.6111637949943542;0.34317129850387573;0.031004872173070908;0.539588212966919;0.3458651304244995;-0.06921502202749252;0.6478250622749329;0.3823160231113434;0.11063671857118607;0.5015099048614502;0.4022158682346344;-0.03674513101577759;0.5980639457702637;0.5643002390861511;0.03276392072439194;0.5607039332389832;0.5689992904663086;-0.03279022127389908;0.5945974588394165;0.7052069902420044;0.0706271156668663;0.559918999671936;0.7093983292579651;0.007508711889386177;0.5888492286205291;0.2724580019712448;-0.1148228794336319;0.6950132101774216;0.39537588506937027;0.059425768442451954;0.4499815031886101;0.4379822537302971;-0.05916029028594494;0.5884813666343689;0.8609357476234436;0.148854893942674;0.5567668875058492;0.8590180277824402;0.11241074527303378;;girando;frontal
1.57;0.5916129946708679;0.2969842553138733;-0.12921087443828583;0.6112757921218872;0.34318459033966064;0.04946985840797424;0.5436721444129944;0.3458474278450012;-0.08774825185537338;0.6431296467781067;0.38244184851646423;0.17725330591201782;0.5092393159866333;0.4024713337421417;-0.14110101759433746;0.5982226729393005;0.5638502836227417;0.05075611174106598;0.5622661113739014;0.5685341954231262;-0.05079934373497963;0.5942702293395996;0.7048026919364929;0.09975314885377884;0.5623575448989868;0.7080391049385071;0.0031522728968411684;0.5913044929504394;0.2726129651069641;-0.12152567766606807;0.6886024177074432;0.3957640752196312;0.20731840655207634;0.4608568847179413;0.43916717171669006;-0.24856673553586006;0.5884238084157308;0.8596473534901937;0.1799933910369873;0.5573874711990356;0.8599331974983215;0.11803176750739415;;girando;frontal
1.6;0.5942733883857727;0.29681795835494995;-0.11744783818721771;0.6111950874328613;0.3431646227836609;0.08627461642026901;0.5489020347595215;0.345543771982193;-0.13533000648021698;0.6369795799255371;0.38253435492515564;0.2729083299636841;0.5173994898796082;0.40185025334358215;-0.2777850031852722;0.5982291102409363;0.5609197020530701;0.0701303780078888;0.5649202466011047;0.5646803975105286;-0.0703430026769638;0.593860387802124;0.7038673758506775;0.10479535162448883;0.565994381904602;0.7078264355659485;-0.02997688390314579;0.5938207685947419;0.27249512672424314;-0.10615403847768903;0.6850182265043259;0.39614008367061615;0.40562694519758224;0.4766112416982651;0.43915464729070663;-0.4717143326997757;0.5884106357892355;0.8574270208676656;0.18162631491820017;0.5605029463768005;0.8642511169115702;0.06626959641774495;;girando;frontal
1.63;0.5982037782669067;0.29609379172325134;-0.11653605848550797;0.6095625758171082;0.34118080139160156;0.09208565950393677;0.5532435774803162;0.34302985668182373;-0.1582634598016739;0.633996844291687;0.3800836503505707;0.29335445165634155;0.5227224826812744;0.3999251425266266;-0.30465227365493774;0.5974928736686707;0.5572546720504761;0.07652250677347183;0.5668757557868958;0.5603579878807068;-0.0767822191119194;0.5938858389854431;0.7017387747764587;0.11132194101810455;0.5710924863815308;0.7050917148590088;-0.049156468361616135;0.5968305885791778;0.27200680077075956;-0.10294883130118251;0.6786894500255585;0.3961016684770584;0.444121778011322;0.49045997858047485;0.43921467661857605;-0.4885428249835968;0.588254431883494;0.8531414270401001;0.18838557104269663;0.5651965936024984;0.8682342966397604;0.020135680834452312;;girando;frontal
1.67;0.6006253361701965;0.29515811800956726;-0.12097533047199249;0.6054238080978394;0.3399902582168579;0.08983713388442993;0.5565454959869385;0.341426819562912;-0.18280534446239471;0.6239962577819824;0.38024502992630005;0.3045373260974884;0.5275629758834839;0.399586021900177;-0.33929741382598877;0.5967710614204407;0.5536912083625793;0.08038467913866043;0.5690636038780212;0.5577487349510193;-0.0806589275598526;0.5939140915870667;0.7001678347587585;0.10890541970729828;0.5761943459510803;0.7032096982002258;-0.08164608478546143;0.5988185167312622;0.27133665084838865;-0.10591233782470226;0.6660031825304031;0.3960447758436203;0.48588527739048004;0.5010721310973167;0.4392263889312744;-0.5148964077234268;0.5877710382143656;0.8516369064648946;0.1847669780254364;0.5690507094065348;0.8728207548459371;-0.04040089094390472;;girando;frontal
1.7;0.6037107110023499;0.29435601830482483;-0.09156212955713272;0.6012976169586182;0.33832114934921265;0.10872957855463028;0.5618757605552673;0.3381686508655548;-0.16914527118206024;0.6148146986961365;0.38046994805336;0.3029644191265106;0.5368384122848511;0.39625969529151917;-0.31501126289367676;0.5945183634757996;0.5481680035591125;0.08244718611240387;0.5708048939704895;0.5521569848060608;-0.08264125883579254;0.5937606692314148;0.698408842086792;0.10082803666591644;0.5816254615783691;0.702532172203064;-0.090831458568573;0.6016790390014648;0.2708445727825165;-0.07728668795898556;0.6553549915552139;0.39169010519981384;0.4663260281085968;0.5128926038742065;0.4389348700642586;-0.47390951216220856;0.5872785051663717;0.8520323634147644;0.12390235314766566;0.574648380279541;0.8761508067448934;-0.08524688581625621;;girando;frontal
1.73;0.6056863069534302;0.2929103672504425;-0.07425425201654434;0.5953091979026794;0.3355974853038788;0.12262244522571564;0.5654222369194031;0.33374983072280884;-0.17051005363464355;0.6060231328010559;0.3751201033592224;0.33976247906684875;0.5461909174919128;0.38645607233047485;-0.3397842347621918;0.5911694169044495;0.5451114177703857;0.08695824444293976;0.574349582195282;0.5483205318450928;-0.08719158172607422;0.5921581387519836;0.6954323053359985;0.09462353587150574;0.5855105519294739;0.7019271850585938;-0.09595257043838501;0.6037124574184418;0.2697059899568558;-0.059824240207672116;0.6366493254899979;0.38677773624658585;0.5253483951091766;0.5263801217079163;0.43774279206991196;-0.5182898342609406;0.587308386961619;0.8533552885055542;0.11736212422450383;0.5790585080782572;0.8782969315846761;-0.09302664051453273;;girando;frontal
