segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z
0.03;0.4465116858482361;0.7474807500839233;-0.04890347272157669;0.4683885872364044;0.7038742899894714;0.08115459233522415;0.4708459675312042;0.7259763479232788;-0.14764800667762756;0.46981731057167053;0.6349592804908752;0.11415117233991623;0.48364347219467163;0.7451460361480713;-0.16329658031463623;0.4747028946876526;0.5345733165740967;0.06930554658174515;0.47781968116760254;0.5525924563407898;-0.06929969042539597;0.4592621624469757;0.4051362872123718;0.08019638806581497;0.4658881723880768;0.6304040551185608;-0.13094860315322876;0.45360420644283295;0.776703679561615;-0.03688106220215559;0.46372219175100327;0.581760048866272;0.04455395042896271;0.46260060369968414;0.7719380557537079;-0.045615606009960175;0.4714534382025401;0.36546093225479126;0.11779909084240596;0.44538526733716327;0.8069574038187662;-0.15436788896719614
0.13;0.4421757161617279;0.30576640367507935;-0.055517714470624924;0.4744323194026947;0.35006338357925415;-0.19635087251663208;0.4649907350540161;0.357241690158844;0.07850603014230728;0.47254931926727295;0.45814841985702515;-0.22626936435699463;0.4674551486968994;0.4540674388408661;0.10831941664218903;0.4833604693412781;0.5354320406913757;-0.08420059829950333;0.4731592535972595;0.5315664410591125;0.08425366133451462;0.4738922417163849;0.6861338019371033;-0.08387650549411774;0.47032880783081055;0.6796025037765503;0.13497138023376465;0.4456723123788834;0.28446872532367706;-0.08096449375152588;0.45295366644859314;0.5571108013391495;-0.21435951068997383;0.4556231424212456;0.5433194935321808;0.035978748463094234;0.46337030331293744;0.8498682379722595;-0.0850110116104285;0.4647698402404785;0.8290177385012308;0.1821229209502538
0.17;0.44217318296432495;0.3065430521965027;-0.07559175044298172;0.4743571877479553;0.35645467042922974;-0.20344552397727966;0.4649583399295807;0.3589601218700409;0.05785980820655823;0.4725993275642395;0.4628160297870636;-0.2232419103384018;0.4675702750682831;0.45602625608444214;0.08948981761932373;0.48196694254875183;0.5384566783905029;-0.0797479972243309;0.4726373553276062;0.5370404124259949;0.07978145778179169;0.4738979637622833;0.6862722039222717;-0.07121522724628448;0.47052037715911865;0.6810079216957092;0.13996650278568268;0.44552900791168215;0.28619656562805174;-0.10036050491034984;0.45277800410985947;0.5584172010421753;-0.19808679819107056;0.4552742540836334;0.5454638004302979;0.028617444913834333;0.463774432738622;0.848883330821991;-0.06908377880851428;0.4649088382720947;0.8278124133745829;0.20543676118055978
0.2;0.44117093086242676;0.3072953224182129;-0.08918769657611847;0.47293663024902344;0.3590402603149414;-0.21545764803886414;0.4644172489643097;0.36015942692756653;0.04483376815915108;0.4721052050590515;0.4666978418827057;-0.23106719553470612;0.46782487630844116;0.46018221974372864;0.0756964385509491;0.481381893157959;0.5385534763336182;-0.07821148633956909;0.4729524552822113;0.5374504327774048;0.07821807265281677;0.4746588468551636;0.6859386563301086;-0.06661200523376465;0.4717748463153839;0.6809983849525452;0.1433071792125702;0.44417116940021517;0.2874267607927322;-0.11311150640249253;0.45110950618982315;0.5662693381309509;-0.20547273382544518;0.45496031641960144;0.5536824464797974;0.01892470335587859;0.4637301067511241;0.8474167784055074;-0.06294630095362663;0.46428240338961285;0.8260447780291239;0.21298064788182577
0.23;0.4374885857105255;0.30869826674461365;-0.0923096090555191;0.469492644071579;0.360845685005188;-0.22264429926872253;0.4640371799468994;0.36115753650665283;0.042731113731861115;0.4705054461956024;0.4702315926551819;-0.2386738806962967;0.46791309118270874;0.4638049006462097;0.0747004970908165;0.4811279773712158;0.5387519598007202;-0.07845891267061234;0.47473853826522827;0.5378345847129822;0.07845378667116165;0.4748443365097046;0.6861336827278137;-0.05436069145798683;0.47469592094421387;0.6815391182899475;0.1424359232187271;0.4401086449623108;0.2888067036867142;-0.1165045939385891;0.449530228972435;0.575630247592926;-0.2122582457959652;0.45495471358299255;0.5599701851606369;0.02163850935176015;0.4631929596265157;0.8466751376787821;-0.03426692293335994;0.46443188190460205;0.8257452845573425;0.20987051725387573
0.27;0.43219196796417236;0.31285956501960754;-0.08577102422714233;0.46465596556663513;0.3629465401172638;-0.21904468536376953;0.4612801969051361;0.36354267597198486;0.0488460510969162;0.4679550230503082;0.47297346591949463;-0.23802654445171356;0.4677900969982147;0.46630480885505676;0.07817703485488892;0.48117342591285706;0.53873610496521;-0.07885023206472397;0.47687652707099915;0.537754237651825;0.07885073870420456;0.475746214389801;0.6862084269523621;-0.05295542627573013;0.4768909215927124;0.6816853880882263;0.1402270346879959;0.4345421701669693;0.2918074309825897;-0.10961184576153755;0.44908861815929413;0.5808739513158798;-0.21258475631475449;0.4549551382660866;0.5637224912643433;0.023460565484128892;0.4626656770706177;0.8456530570983887;-0.030721766874194145;0.46454498171806335;0.8255178729693095;0.20480800668398538
0.3;0.4281896650791168;0.31643790006637573;-0.08168787509202957;0.45879098773002625;0.36426883935928345;-0.21545612812042236;0.4587710499763489;0.36511269211769104;0.05304291099309921;0.4649287462234497;0.4739621579647064;-0.23590783774852753;0.4677883982658386;0.46597200632095337;0.08168186247348785;0.48119688034057617;0.5386980772018433;-0.07895929366350174;0.47917941212654114;0.5375769138336182;0.07891536504030228;0.4771853983402252;0.6864297389984131;-0.049665529280900955;0.4781617224216461;0.6819861531257629;0.135967418551445;0.43016294240951536;0.2948943763971329;-0.1078376542776823;0.44903506338596344;0.5827892869710922;-0.20361730083823204;0.45526624470949173;0.5626252293586731;0.027061183005571365;0.4626583456993103;0.8450554410616556;-0.02209620864596218;0.46340710918108624;0.8256373802820841;0.19855419298013052
0.33;0.4241557717323303;0.32022446393966675;-0.05339059606194496;0.45458683371543884;0.36471351981163025;-0.19797925651073456;0.45685458183288574;0.36614328622817993;0.08161640167236328;0.46229296922683716;0.4728899598121643;-0.22094883024692535;0.46777158975601196;0.46530893445014954;0.10343009978532791;0.48118922114372253;0.5396189093589783;-0.08198477327823639;0.4818746745586395;0.5376837849617004;0.08193423599004745;0.47730737924575806;0.6871659159660339;-0.050587572157382965;0.47958672046661377;0.6831517815589905;0.12768076360225677;0.42566418945789336;0.2991884857416153;-0.07688605189323425;0.4490296244621277;0.5810938328504562;-0.1882423274219036;0.455674484372139;0.5609197169542313;0.05000847112387419;0.46270079414049786;0.8448238372802734;-0.019805635580269154;0.4634310305118561;0.8261251052220663;0.17806130647659302
0.37;0.4198649525642395;0.32560989260673523;-0.05631817877292633;0.44981256127357483;0.36947518587112427;-0.19914481043815613;0.4550115466117859;0.36916303634643555;0.08007679879665375;0.45820924639701843;0.48020774126052856;-0.22232860326766968;0.46778494119644165;0.4686305820941925;0.10076617449522018;0.481748104095459;0.5407701730728149;-0.08462207764387131;0.48562148213386536;0.5377340316772461;0.08457716554403305;0.47808337211608887;0.6872982382774353;-0.05358324572443962;0.4800969958305359;0.6834884285926819;0.12786853313446045;0.42059762477874757;0.3054506927728653;-0.07974653141573071;0.44871434569358826;0.5905328691005707;-0.19215991720557213;0.4580633267760277;0.5633827894926071;0.04463485907763243;0.4614299535751343;0.8442535400390625;-0.023765452050914366;0.4615292052427928;0.8266357183456421;0.18110981583595276
0.4;0.413761168718338;0.3327978551387787;-0.06524389237165451;0.445428729057312;0.3761994242668152;-0.21038910746574402;0.45102861523628235;0.3740699887275696;0.07661732286214828;0.4553821086883545;0.4860552251338959;-0.2328353077173233;0.46778127551078796;0.4734707474708557;0.09869497269392014;0.4831109046936035;0.5428324937820435;-0.08614037930965424;0.48802030086517334;0.5382112264633179;0.08609861880540848;0.47823598980903625;0.6873371005058289;-0.052964020520448685;0.48009368777275085;0.6835005879402161;0.1423806995153427;0.41481191515922544;0.3123099684715271;-0.08839462138712406;0.4466417357325554;0.5982704162597656;-0.1978292316198349;0.4593123495578766;0.566755399107933;0.04168484313413501;0.46060215433438617;0.8441287477811178;-0.01965123156939323;0.4608556429545085;0.8269739151000977;0.20452982683976492
