segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Etiqueta
0.03,0.4788849055767059,0.2376914024353027,-0.1919076293706894,0.5222622156143188,0.323269248008728,-0.0560364201664924,0.4386579990386963,0.3131981492042541,-0.0690319091081619,0.5302476286888123,0.4366901218891144,-0.0107130389660596,0.4280334711074829,0.4343102574348449,-0.0441055931150913,0.5012004375457764,0.5413265824317932,-0.0005158871063031,0.4537217617034912,0.5391717553138733,0.0004699263372458,0.4986959993839264,0.7017853260040283,0.0097151109948754,0.4571417272090912,0.7001091837882996,0.009997995570302,0.4846436470746994,0.2126969948410987,-0.1910172767937183,0.5324891209602356,0.5701224058866501,-0.1077204868197441,0.4285471588373184,0.5610900074243546,-0.1401230283081531,0.495382676521937,0.8651746312777201,0.1075445835789044,0.4532080988089244,0.8593517541885376,0.1179470022519429,vertical
0.07,0.4789005517959595,0.2376966476440429,-0.2112870961427688,0.5223099589347839,0.3234835565090179,-0.0760895535349845,0.4386629164218902,0.3143268227577209,-0.0770488679409027,0.5302771329879761,0.4372621774673462,-0.0262465775012969,0.4277147352695465,0.4353872239589691,-0.0454282090067863,0.5012072324752808,0.5416547060012817,-0.0020720285829156,0.4537446498870849,0.5393469929695129,0.0020100893452763,0.4987863600254059,0.7022430300712585,-0.0009988786187022,0.4571582376956939,0.7001111507415771,0.0100956978276371,0.4846735388040543,0.2127947643399238,-0.2112681731581688,0.5323542952537537,0.5710392147302628,-0.1227395478636026,0.4284634739160537,0.5612500756978989,-0.1421712674200534,0.4954096972942352,0.8648910919825236,0.1234616935253143,0.453414112329483,0.8596934080123901,0.1343295450011889,vertical
0.1,0.4788762927055359,0.2376617044210434,-0.2204006314277649,0.5223432779312134,0.3236146867275238,-0.0843058601021766,0.4386676251888275,0.3149157166481018,-0.0836670100688934,0.530295193195343,0.437678188085556,-0.0326654016971588,0.427534282207489,0.4361068308353424,-0.0489567331969738,0.5012532472610474,0.5417155623435974,-0.0031307584140449,0.4537694454193115,0.5393717885017395,0.0030621383339166,0.4988817870616913,0.7022837996482849,-0.0026603518053889,0.457179844379425,0.7000344395637512,0.0108649022877216,0.4846700936555862,0.2128517389297485,-0.2206354647874832,0.532142236828804,0.5717212557792664,-0.1268364712595939,0.4284530282020569,0.5613724142313004,-0.1453390643000602,0.4954433739185333,0.8646938800811768,0.1253798976540565,0.4534989893436432,0.8599421977996826,0.1379981612165769,vertical
0.13,0.4788477420806885,0.2376381456851959,-0.2219023406505584,0.522343635559082,0.3236058950424194,-0.0834591165184974,0.4386684894561767,0.31507608294487,-0.0864487290382385,0.5302817821502686,0.4376343190670013,-0.031333215534687,0.4274247586727142,0.4362972974777221,-0.0519520863890647,0.5012466907501221,0.5414451956748962,-0.0030521422158926,0.4537583589553833,0.5391800403594971,0.0029845449607819,0.4989102780818939,0.7022861838340759,-0.0012361960252746,0.4572555720806122,0.6994252800941467,0.0107611194252967,0.4846640348434448,0.2128752261400222,-0.2220723032951355,0.5317755937576294,0.5716969966888428,-0.1254874542355537,0.4284456446766853,0.5614222288131714,-0.1476523950695991,0.495435098807017,0.8648325602213541,0.1219552941620349,0.4536038239796956,0.8601851065953573,0.1338577345013618,vertical
0.17,0.4788112044334411,0.2375566810369491,-0.2174863517284393,0.5223434567451477,0.323576271533966,-0.0781619697809219,0.4386664927005768,0.315093070268631,-0.086240030825138,0.5301976203918457,0.4376157224178314,-0.0281828884035348,0.4273557364940643,0.4363029897212982,-0.0514344163239002,0.5012460947036743,0.5414083003997803,-0.0031522929202765,0.4537983238697052,0.5391771197319031,0.0030850621405988,0.4989398419857025,0.7023728489875793,-0.0001599337119841,0.4572564959526062,0.6990403532981873,0.0113370539620518,0.4846489936113357,0.2128209307789802,-0.2173716768622398,0.5310714691877365,0.5716497600078583,-0.1231672018766403,0.4287152513861656,0.5616439878940582,-0.14717230014503,0.4954203069210052,0.8648106654485067,0.1211833357810974,0.4535779356956482,0.86019895474116,0.1319473336140314,vertical
0.2,0.4787804186344147,0.2373930811882019,-0.2162696570158004,0.5223283767700195,0.3234568834304809,-0.0759948045015335,0.4386655390262604,0.3150874376296997,-0.0822862312197685,0.5299607515335083,0.4374340176582336,-0.0265747662633657,0.4273535311222076,0.4362623393535614,-0.0485607087612152,0.501253604888916,0.5410515666007996,-0.0032803840003907,0.4539635777473449,0.5390056371688843,0.0032157672103494,0.4989601969718933,0.7023626565933228,-0.0001076638436643,0.4572109580039978,0.6987117528915405,0.0120652522891759,0.4846287190914154,0.2127241998910904,-0.2161104053258896,0.5307004451751709,0.5711630582809448,-0.122513735666871,0.4290508031845093,0.5616493672132492,-0.1457828767597675,0.4954024056593577,0.86453777551651,0.120991872002681,0.4535488287607829,0.8601666291554769,0.1308608700831731,vertical
0.23,0.4786958992481231,0.2370390743017196,-0.2151412218809127,0.5222956538200378,0.3232407569885254,-0.0745299905538559,0.4386652708053589,0.3150731921195984,-0.0780531540513038,0.5297790169715881,0.4374608993530273,-0.0268493015319108,0.427343875169754,0.4358118772506714,-0.0460492707788944,0.5012876391410828,0.5408223867416382,-0.0036842280533164,0.4541064202785492,0.5389608144760132,0.0036227456294,0.4989686012268066,0.7023435831069946,0.0002904247376136,0.4571743309497833,0.6985620856285095,0.0133013110607862,0.4845776349306107,0.2125049129128456,-0.2147117406129837,0.5303162038326263,0.5709017068147659,-0.1238369382917881,0.4293267205357551,0.5616456568241119,-0.145038491114974,0.49538654088974,0.864075779914856,0.1199899526933829,0.4535163740317027,0.8600420554478964,0.131347885976235,vertical
0.27,0.4785235524177551,0.2364826798439026,-0.2076535075902938,0.5221172571182251,0.3225209414958954,-0.0710438266396522,0.4386898875236511,0.3149805963039398,-0.0728698447346687,0.5293427109718323,0.4372567534446716,-0.0241478569805622,0.4273167252540588,0.4349041879177093,-0.0426974073052406,0.5013432502746582,0.5402162075042725,-0.0039138263091444,0.454189121723175,0.5386244654655457,0.0038532086182385,0.4989691972732544,0.7023091912269592,0.0005363621166907,0.4571436643600464,0.6985295414924622,0.0138017479330301,0.4844775974750518,0.2120805203914642,-0.206838184595108,0.5303307622671127,0.5701447874307632,-0.1211665961891412,0.4293513968586921,0.5611933320760727,-0.1416187882423401,0.4953679939111073,0.8634924093882242,0.1194882181783517,0.4535116851329803,0.8595646023750305,0.1341848274072011,vertical
0.3,0.4784838557243347,0.2354492098093032,-0.2044213116168975,0.5217006802558899,0.3213874101638794,-0.0687833428382873,0.4388131499290466,0.3148739635944366,-0.0714094266295433,0.5289233922958374,0.4359951615333557,-0.0214253533631563,0.4271004498004913,0.4344654679298401,-0.0414899475872516,0.5013445019721985,0.5397742986679077,-0.0038868610281497,0.4542199969291687,0.5379886031150818,0.0038267727941274,0.4989767968654632,0.7017310857772827,0.0003721494285855,0.4571761786937713,0.6979917287826538,0.0136627340689301,0.4844384551048278,0.2113751158118248,-0.2034858256578445,0.531358003616333,0.5676524937152863,-0.1202905979007482,0.4270008131861686,0.5595151782035828,-0.1412000805139541,0.4953710536162058,0.8630642096201578,0.1192229427397251,0.4536171058813731,0.8591905832290649,0.1332516446709633,vertical
0.33,0.4784336388111114,0.2344425767660141,-0.1970499008893966,0.5214460492134094,0.3204898834228515,-0.0632343366742134,0.439020961523056,0.3147433400154114,-0.0663843899965286,0.5292183756828308,0.4352538883686065,-0.0160654727369546,0.426101803779602,0.4312582015991211,-0.0379549339413642,0.5016140937805176,0.5397051572799683,-0.0038851927965879,0.4544650614261627,0.5376243591308594,0.0038265406619757,0.4990055561065674,0.7008818984031677,0.0005204590852372,0.4573049247264862,0.697334349155426,0.0135858226567506,0.4843303591012954,0.2107651770114898,-0.195956964045763,0.535760909318924,0.5659332573413849,-0.1168975867331028,0.4217895194888115,0.5554152578115463,-0.1393470894545316,0.4953853785991668,0.8625621596972147,0.1196023200949033,0.453695257504781,0.8587642312049866,0.1335200990239779,vertical
